B20007306,グルアー,198.621497,62.4107571,261.0322541
B20007307,グルアー,160.3443784,66.50458875,226.8489671
B20008886,グルアー,32.77572608,20.83110371,53.60682979
B20009415,グルアー,139.1427871,51.57730158,190.7200886
B20009416,グルアー,112.1607283,51.74193427,163.9026626
B20012085,グルアー,182.0901054,46.00685139,228.0969567
B20012574,グルアー,185.0630329,47.07127308,232.134306
B20012686,グルアー,36.57849252,21.19161288,57.7701054
B20012741,グルアー,33.70744275,22.27323241,55.98067516
B20012816,グルアー,38.28063575,21.8679303,60.14856605
B20013426,グルアー,72.10315615,29.32904219,101.4321983
B20013427,グルアー,37.97616896,24.85023723,62.82640619
B20013438,グルアー,17.54356388,20.66953186,38.21309574
B20013656,グルアー,10.31419041,18.66730576,28.98149617
B20013657,グルアー,84.77335574,26.32607296,111.0994287
B20013658,グルアー,12.75182443,20.79588055,33.54770498
B20013660,グルアー,23.92812901,21.85074844,45.77887744
B20013687,グルアー,30.77101997,19.97200687,50.74302683
B20013710,グルアー,8.296003293,19.36136826,27.65737156
B20013722,グルアー,9.925581438,20.29408386,30.21966529
B20013726,グルアー,35.64187045,25.1915839,60.83345435
B20013740,グルアー,16.09630132,20.64705213,36.74335345
B20013743,グルアー,18.2435895,21.30972284,39.55331234
B20013780,グルアー,34.30689238,21.78680289,56.09369527
B20013790,グルアー,36.21645115,21.90799734,58.12444849
B20013800,グルアー,24.6901876,23.78941318,48.47960078
B20013802,グルアー,10.1965912,21.23684063,31.43343183
B20013804,グルアー,9.269791791,20.40423783,29.67402963
B20013805,グルアー,10.89140151,20.85534965,31.74675116
B20013806,グルアー,17.66641761,21.44980591,39.11622352
B20013807,グルアー,13.66147065,20.57829683,34.23976748
B20013808,グルアー,12.22670663,22.46070692,34.68741355
B20013816,グルアー,25.78946945,21.47615218,47.26562163
B20013818,グルアー,21.02854061,21.17705485,42.20559546
B20013868,グルアー,43.44186285,21.98834451,65.43020737
B20013895,グルアー,15.13138754,19.39760921,34.52899675
B20013896,グルアー,31.43821719,22.63095141,54.06916861
B20013897,グルアー,12.16332284,20.09311227,32.2564351
B20014010,グルアー,21.28177573,24.78115322,46.06292896
B20014050,グルアー,20.83857046,15.56274117,36.40131163
B20014065,グルアー,19.41593574,23.76218062,43.17811636
B20014115,グルアー,11.3453532,19.43117298,30.77652618
B20014118,グルアー,9.360277756,19.58800011,28.94827787
B20014121,グルアー,10.31419041,18.66730576,28.98149617
B20014123,グルアー,31.37041435,21.6804686,53.05088295
B20014126,グルアー,17.89595518,23.8006811,41.69663628
B20014127,グルアー,17.89595518,23.8006811,41.69663628
B20014165,グルアー,9.547185937,20.61878385,30.16596979
B20014166,グルアー,18.26870644,20.19431673,38.46302317
B20014167,グルアー,7.561829873,19.50284543,27.06467531
B20014168,グルアー,12.17070162,19.94129425,32.11199587
B20014211,グルアー,9.925581438,20.29408386,30.21966529
B20014215,グルアー,7.750704774,19.01592321,26.76662798
B20014216,グルアー,13.46831388,19.38806642,32.85638029
B20014466,グルアー,15.94727808,21.0013903,36.94866838
B20014468,グルアー,10.80597779,19.06620168,29.87217947
B20014552,グルアー,21.41185533,22.71772312,44.12957845
B20014554,グルアー,16.27715677,21.74052533,38.0176821
B20014606,グルアー,55.36333647,25.92215358,81.28549005
B20014607,グルアー,20.18810661,22.25014775,42.43825436
B20014608,グルアー,14.6977724,20.96541325,35.66318565
B20014620,グルアー,212.5319938,39.4885321,252.0205259
B20014626,グルアー,32.61819631,27.18917336,59.80736967
B20014657,グルアー,10.04209591,19.1615606,29.20365651
B20014658,グルアー,9.178096419,19.32703599,28.50513241
B20014659,グルアー,31.44677697,22.85941423,54.30619121
B20014660,グルアー,17.57332055,21.2998018,38.87312235
B20014664,グルアー,15.39201384,19.93568193,35.32769576
B20014668,グルアー,43.94368891,24.30291295,68.24660185
B20014764,グルアー,18.76502287,19.07969278,37.84471565
B20014765,グルアー,18.43610726,20.30870554,38.7448128
B20014766,グルアー,49.28407831,23.17414829,72.4582266
B20014767,グルアー,10.60706011,18.65051785,29.25757796
B20014768,グルアー,13.83292017,19.80822993,33.64115009
B20014771,グルアー,12.07024939,18.84662557,30.91687496
B20014775,グルアー,23.64014232,20.52709331,44.16723564
B20014792,グルアー,16.09956983,19.35488423,35.45445407
B20014793,グルアー,84.16363475,36.05686625,120.220501
B20014812,グルアー,15.67703498,19.81134255,35.48837754
B20014813,グルアー,83.59549725,26.50247502,110.0979723
B20014823,グルアー,28.4643954,20.9553728,49.4197682
B20014844,グルアー,45.23462708,30.6799038,75.91453088
B20014845,グルアー,71.72840637,34.30058973,106.0289961
B20014867,グルアー,121.1180993,61.57415691,182.6922562
B20014871,グルアー,17.8507039,24.59806202,42.44876592
B20014872,グルアー,54.08166851,24.96588845,79.04755696
B20014873,グルアー,10.80398487,19.6051582,30.40914307
B20014875,グルアー,12.76761432,18.40422552,31.17183984
B20014878,グルアー,17.8474896,20.73869133,38.58618092
B20014879,グルアー,12.43673863,19.64870068,32.08543931
B20014880,グルアー,10.48263829,20.81209059,31.29472888
B20014881,グルアー,32.6064929,24.6578259,57.2643188
B20014882,グルアー,13.15495741,22.61346109,35.76841849
B20014904,グルアー,42.74806901,44.90167989,87.6497489
B20014909,グルアー,40.03936529,21.9463733,61.98573859
B20014922,グルアー,17.3243034,19.2637304,36.5880338
B20014949,グルアー,125.5122139,37.86263469,163.3748486
B20015040,グルアー,10.3324686,20.81735454,31.14982314
B20015041,グルアー,50.93064885,26.72231532,77.65296416
B20015042,グルアー,18.04344668,21.78684132,39.830288
B20015043,グルアー,15.5160248,19.71160907,35.22763387
B20015044,グルアー,16.86263881,19.67711805,36.53975686
B20015052,グルアー,12.61281507,20.61028696,33.22310203
B20015055,グルアー,62.08950456,31.91833116,94.00783572
B20015058,グルアー,60.85856661,33.12611302,93.98467964
B20015061,グルアー,27.89870674,28.68258555,56.58129228
B20015092,グルアー,23.67344969,18.56799204,42.24144173
B20015201,グルアー,95.18440059,29.91656689,125.1009675
B20015253,グルアー,57.47242275,25.73326296,83.20568571
B20015256,グルアー,16.68042903,20.35228014,37.03270917
